X,Y,Z
9.999999997880988367e-01,9.499999999999999556e-01,1.999999999793320882e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.947368420856478766e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.894736841919636650e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.842105262982794756e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.789473684045952417e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.736842105109110523e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.684210526172268185e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.631578947235426069e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.578947368298583953e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.526315789361742059e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.473684210424899721e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.421052631488057827e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.368421052551215711e+00
7.156007836122393329e-01,9.499999999999999556e-01,1.467755059510426285e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.263157894677531479e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.210526315740689363e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.157894736803847247e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.105263157867005130e+00
9.999999997880988367e-01,9.499999999999999556e-01,1.052631578930163014e+00
9.999999997880988367e-01,9.499999999999999556e-01,9.999999999933208983e-01
9.999999997880988367e-01,9.499999999999999556e-01,9.473684210564787822e-01
9.999999997880988367e-01,9.499999999999999556e-01,8.947368421196367771e-01
9.999999997880988367e-01,9.499999999999999556e-01,8.421052631827946611e-01
9.999999997880988367e-01,9.499999999999999556e-01,7.894736842459525450e-01
9.999999997880988367e-01,9.499999999999999556e-01,7.368421053091105399e-01
9.999999997880988367e-01,9.499999999999999556e-01,6.842105263722684239e-01
9.999999997880988367e-01,9.499999999999999556e-01,6.315789474354263078e-01
9.999999997880988367e-01,9.499999999999999556e-01,5.789473684985839697e-01
9.999999997880988367e-01,9.499999999999999556e-01,5.263157895617419646e-01
9.999999997880988367e-01,9.499999999999999556e-01,4.736842106248998485e-01
9.999999997880988367e-01,9.499999999999999556e-01,4.210526316880578435e-01
9.999999997880988367e-01,9.499999999999999556e-01,3.684210527512157274e-01
9.999999997880988367e-01,9.499999999999999556e-01,3.157894738143736113e-01
9.999999997880988367e-01,9.499999999999999556e-01,2.631578948775314952e-01
9.999999997880988367e-01,9.499999999999999556e-01,2.105263159406894902e-01
9.999999997880988367e-01,9.499999999999999556e-01,1.578947370038473741e-01
9.999999997880988367e-01,9.499999999999999556e-01,1.052631580670052580e-01
9.999999997880988367e-01,9.499999999999999556e-01,5.263157913016325296e-02
9.999999997880988367e-01,9.499999999999999556e-01,1.933209148319292581e-10
9.499999997930987927e-01,9.499999999999999556e-01,1.933209148319292581e-10
9.499999997930987927e-01,9.499999999999999556e-01,5.263157913016303091e-02
9.499999997930987927e-01,9.499999999999999556e-01,1.052631580670050360e-01
9.499999997930987927e-01,9.499999999999999556e-01,1.578947370038471520e-01
9.499999997930987927e-01,9.499999999999999556e-01,2.105263159406893791e-01
9.499999997930987927e-01,9.499999999999999556e-01,2.631578948775313842e-01
9.499999997930987927e-01,9.499999999999999556e-01,3.157894738143735003e-01
9.499999997930987927e-01,9.499999999999999556e-01,3.684210527512157274e-01
9.499999997930987927e-01,9.499999999999999556e-01,4.210526316880578435e-01
9.499999997930987927e-01,9.499999999999999556e-01,4.736842106248997930e-01
9.499999997930987927e-01,9.499999999999999556e-01,5.263157895617419646e-01
9.499999997930987927e-01,9.499999999999999556e-01,5.789473684985839697e-01
9.499999997930987927e-01,9.499999999999999556e-01,6.315789474354260857e-01
9.499999997930987927e-01,9.499999999999999556e-01,6.842105263722682018e-01
9.499999997930987927e-01,9.499999999999999556e-01,7.368421053091104289e-01
9.499999997930987927e-01,9.499999999999999556e-01,7.894736842459524340e-01
9.499999997930987927e-01,9.499999999999999556e-01,8.421052631827945500e-01
9.499999997930987927e-01,9.499999999999999556e-01,8.947368421196366661e-01
9.499999997930987927e-01,9.499999999999999556e-01,9.473684210564786712e-01
9.499999997930987927e-01,9.499999999999999556e-01,9.999999999933208983e-01
9.499999997930987927e-01,9.499999999999999556e-01,1.052631578930163014e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.105263157867005130e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.157894736803847024e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.210526315740689141e+00
6.826187433883514899e-01,9.499999999999999556e-01,1.406030121378904152e+00
7.044956061771812106e-01,9.499999999999999556e-01,1.446972039858959391e+00
7.215442478625859746e-01,9.499999999999999556e-01,1.494189018331903540e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.421052631488057827e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.473684210424899721e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.526315789361742059e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.578947368298583953e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.631578947235426069e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.684210526172268185e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.736842105109110301e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.789473684045952417e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.842105262982794311e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.894736841919636650e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.947368420856478544e+00
9.499999997930987927e-01,9.499999999999999556e-01,1.999999999793320882e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.999999999793320882e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.947368420856478766e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.894736841919636650e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.842105262982794756e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.789473684045952417e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.736842105109110523e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.684210526172268185e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.631578947235426069e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.578947368298583953e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.526315789361742059e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.473684210424899721e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.421052631488057827e+00
7.099153171902741200e-01,9.499999999999999556e-01,1.473065228307951724e+00
6.876797487462322778e-01,9.499999999999999556e-01,1.432674629024950796e+00
6.715135659532935897e-01,9.499999999999999556e-01,1.385247101727437480e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.210526315740689363e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.157894736803847247e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.105263157867005130e+00
8.999999997980987487e-01,9.499999999999999556e-01,1.052631578930163014e+00
8.999999997980987487e-01,9.499999999999999556e-01,9.999999999933208983e-01
8.999999997980987487e-01,9.499999999999999556e-01,9.473684210564787822e-01
8.999999997980987487e-01,9.499999999999999556e-01,8.947368421196367771e-01
8.999999997980987487e-01,9.499999999999999556e-01,8.421052631827946611e-01
8.999999997980987487e-01,9.499999999999999556e-01,7.894736842459525450e-01
8.999999997980987487e-01,9.499999999999999556e-01,7.368421053091105399e-01
8.999999997980987487e-01,9.499999999999999556e-01,6.842105263722684239e-01
8.999999997980987487e-01,9.499999999999999556e-01,6.315789474354263078e-01
7.205985391363524117e-01,9.499999999999999556e-01,4.729675088944135797e-01
8.999999997980987487e-01,9.499999999999999556e-01,5.263157895617419646e-01
8.999999997980987487e-01,9.499999999999999556e-01,4.736842106248998485e-01
8.999999997980987487e-01,9.499999999999999556e-01,4.210526316880578435e-01
8.999999997980987487e-01,9.499999999999999556e-01,3.684210527512157274e-01
8.999999997980987487e-01,9.499999999999999556e-01,3.157894738143736113e-01
8.999999997980987487e-01,9.499999999999999556e-01,2.631578948775314952e-01
8.999999997980987487e-01,9.499999999999999556e-01,2.105263159406894902e-01
8.999999997980987487e-01,9.499999999999999556e-01,1.578947370038473741e-01
8.999999997980987487e-01,9.499999999999999556e-01,1.052631580670052580e-01
